service,event,endpoint,method,user_id,ip,status_code,latency_ms,timestamp,user,session_id,commit_hash,filename,mime_type,email,query,duration_ms,level,label,message,reason,key,table,rows_count,action,file_count,time_window_min,exception_type,stack_trace,secret_name,detected_mime,attempt_count,path,locations,time_diff_sec
auth-server,jwt_refresh,,,,,,,2025-09-02 11:57:01,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 15:03:03,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:33:22,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:15:05,,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:59:40,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:58:03,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:51:23,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:37:20,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 13:56:00,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 11:00:40,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:29:20,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:46:04,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 10:36:43,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:03:20,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:19:45,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:42:02,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:45:25,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:07:41,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:30:25,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:40:24,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 11:27:00,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:34:02,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-backend,privilege_escalation_attempt,,,,,,,2025-09-02 11:11:09,basic_user,,,,,,,,,anomaly,,,,,,delete_admin_account,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:53:03,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 13:38:03,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:59:22,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 13:57:43,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 10:19:18,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 10:45:40,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 11:57:43,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
app-server,database_failure,,,,,,,2025-09-02 12:21:58,,,,,,,,,WARN,anomaly,Database connection lost,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 12:42:02,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:26:41,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,download_spike,,,,198.51.100.40,,,2025-09-02 10:45:16,,,,,,,,,,anomaly,,,,,,,150.0,1.0,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:17:22,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-gateway,unauthorized_request,/api/v1/admin/users,,anonymous,,403.0,,2025-09-02 10:50:55,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:09:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:20:03,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:55:00,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:22:44,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:42:25,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:55:21,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:51:21,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:35:04,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 15:08:24,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:45:42,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 15:06:05,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,download_spike,,,,198.51.100.40,,,2025-09-02 10:16:03,,,,,,,,,,anomaly,,,,,,,150.0,1.0,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:56:25,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:16:05,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:27:22,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:11:45,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 14:20:25,,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:43:44,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 10:21:45,,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:27:05,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:08:45,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:04:41,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,uncaught_exception,,,,,,,2025-09-02 10:54:12,,,,,,,,,CRITICAL,anomaly,,,,,,,,,NullPointerException,com.app.OrderProcessor.processOrder:75,,,,,,
api-gateway,unauthorized_request,/api/v1/admin/users,,anonymous,,403.0,,2025-09-02 11:06:48,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:40:45,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:24:41,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 15:11:22,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 15:02:44,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:44:00,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 14:48:42,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:13:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:09:22,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:18:20,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:23:02,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:35:05,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:51:45,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:41:40,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
config-manager,secret_modified,,,,,,,2025-09-02 11:16:53,insider,,,,,,,,,anomaly,,,,,,,,,,,API_KEY_SECRET,,,,,
db-monitor,suspicious_query,,,,203.0.113.60,,,2025-09-02 10:47:43,,,,,,,"SELECT user, password FROM users WHERE 1=1--",,,anomaly,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:10:42,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:57:43,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,suspicious_query,,,,203.0.113.60,,,2025-09-02 11:40:03,,,,,,,"SELECT user, password FROM users WHERE 1=1--",,,anomaly,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:23:01,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 14:14:45,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 13:13:43,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 10:23:41,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:31:23,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:57:22,,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:11:03,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:39:25,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 14:41:23,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:29:21,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:28:22,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:26:21,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:08:05,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
payment-api,failed_payment_attempts,,,,,,,2025-09-02 10:08:32,fraudster1,,,,,,,,,anomaly,,,,,,,,,,,,,5.0,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:27:44,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:10:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:01:45,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:41:41,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:25:41,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:28:04,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 12:55:24,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:27:20,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:32:25,,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 11:39:23,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:46:20,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:21:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 15:07:03,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 12:25:23,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:00:25,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:34:01,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:21:04,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:56:45,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:05:20,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 12:34:43,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:11:40,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 10:01:44,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:43:23,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:14:43,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,internal_server_error,/api/v1/checkout,,,,500.0,,2025-09-02 11:00:12,,,,,,,,,ERROR,anomaly,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 13:31:22,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 10:34:40,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:32:20,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 13:51:00,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:39:04,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 15:11:05,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
geo-monitor,suspicious_access,,,,,,,2025-09-02 10:52:44,jane.doe,,,,,,,,,anomaly,,,,,,,,,,,,,,,"['US','China']",45.0
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:44:41,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:18:45,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
payment-api,failed_payment_attempts,,,,,,,2025-09-02 11:20:19,fraudster1,,,,,,,,,anomaly,,,,,,,,,,,,,5.0,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:20:41,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 11:33:45,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,rate_limit_violation,/api/v1/search,,,198.51.100.30,429.0,,2025-09-02 11:31:06,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:28:42,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,uncaught_exception,,,,,,,2025-09-02 10:34:13,,,,,,,,,CRITICAL,anomaly,,,,,,,,,NullPointerException,com.app.OrderProcessor.processOrder:75,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:19:23,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:14:24,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:48:23,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,uncaught_exception,,,,,,,2025-09-02 11:23:22,,,,,,,,,CRITICAL,anomaly,,,,,,,,,NullPointerException,com.app.OrderProcessor.processOrder:75,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:04:21,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 10:39:23,,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:23:20,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 11:23:24,,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 11:54:15,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 10:03:00,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 12:29:40,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:43:20,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:09:40,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-backend,privilege_escalation_attempt,,,,,,,2025-09-02 11:21:41,basic_user,,,,,,,,,anomaly,,,,,,delete_admin_account,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:33:20,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
app-server,uncaught_exception,,,,,,,2025-09-02 10:06:05,,,,,,,,,CRITICAL,anomaly,,,,,,,,,NullPointerException,com.app.OrderProcessor.processOrder:75,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 10:48:03,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:47:02,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-gateway,unauthorized_request,/api/v1/admin/users,,anonymous,,403.0,,2025-09-02 11:14:20,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 10:59:01,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
config-manager,env_variable_added,,,,,,,2025-09-02 11:55:56,admin,,,,,,,,,anomaly,,,DB_ROOT_PASSWORD,,,,,,,,,,,,,
config-manager,env_variable_added,,,,,,,2025-09-02 11:59:18,admin,,,,,,,,,anomaly,,,DB_ROOT_PASSWORD,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 13:10:00,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
app-server,uncaught_exception,,,,,,,2025-09-02 12:25:08,,,,,,,,,CRITICAL,anomaly,,,,,,,,,NullPointerException,com.app.OrderProcessor.processOrder:75,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 10:02:20,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:00:40,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:33:22,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 11:59:02,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:49:40,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 15:01:45,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:29:45,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:26:00,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:49:02,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:12:05,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:25:01,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:29:24,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:55:02,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:24:24,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:34:44,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:04:04,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,suspicious_query,,,,203.0.113.60,,,2025-09-02 11:41:51,,,,,,,"SELECT user, password FROM users WHERE 1=1--",,,anomaly,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:26:44,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:57:04,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 15:28:24,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:16:02,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-backend,privilege_escalation_attempt,,,,,,,2025-09-02 10:20:13,basic_user,,,,,,,,,anomaly,,,,,,delete_admin_account,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:10:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:26:24,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:49:24,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:12:43,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_failure,,,,198.51.100.20,,,2025-09-02 10:28:34,attacker1,,,,,,,,,anomaly,,invalid_password,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:51:24,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:44:21,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 14:14:04,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 12:16:04,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 13:58:01,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
